,corredor_armazem,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,performance_prioridade_envio,performance_modo_envio,faixa_desconto,performance_faixa_desconto,corredor_armazem_A,corredor_armazem_B,corredor_armazem_C,corredor_armazem_D,corredor_armazem_F,performance_prioridade_envio_Atraso crítico,performance_prioridade_envio_Atraso problemárico,performance_prioridade_envio_Atraso tolerável,performance_prioridade_envio_Não houve atraso,performance_modo_envio_Atraso Crítico na Entrega por Aviao,performance_modo_envio_Atraso Crítico na Entrega por Caminhao,performance_modo_envio_Atraso Crítico na Entrega por Navio,performance_modo_envio_Atraso Problemático na Entrega por Aviao,performance_modo_envio_Atraso Problemático na Entrega por Caminhao,performance_modo_envio_Atraso Problemático na Entrega por Navio,performance_modo_envio_Atraso Tolerável na Entrega por Aviao,performance_modo_envio_Atraso Tolerável na Entrega por Navio,performance_modo_envio_Não houve atraso,faixa_desconto_Desconto abaixo da média,faixa_desconto_Desconto acima ou igual à média,performance_faixa_desconto_Atraso na Entrega com Desconto Abaixo da Média,performance_faixa_desconto_Entrega no Prazo com Desconto Abaixo da Média,performance_faixa_desconto_Entrega no Prazo com Desconto Acima da Média
81,B,0,0.3650094835305501,0.3650094835305501,0.11073776479181882,0.3650094835305501,1,1,0.3650094835305502,0.11073776479181882,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
82,C,0,0.898653624224344,0.898653624224344,0.2737764791818845,0.898653624224344,0,0,0.898653624224344,0.2737764791818845,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
83,F,0,1.2321812121579652,1.2321812121579652,0.053031409788166534,1.2321812121579652,0,0,1.2321812121579652,0.053031409788166534,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
84,D,0,1.8325308704384833,1.8325308704384833,0.24967129291453613,1.8325308704384833,2,0,1.8325308704384833,0.24967129291453613,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
85,F,0,0.031481895596928995,0.031481895596928995,0.16756756756756755,0.031481895596928995,2,1,0.03148189559692904,0.16756756756756755,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
86,A,0,2.0993529407853804,2.0993529407853804,0.2788897005113221,2.0993529407853804,1,1,2.0993529407853804,0.2788897005113221,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
87,B,0,-0.6355732802703133,-0.6355732802703133,0.2882395909422937,-0.6355732802703133,2,0,-0.6355732802703133,0.2882395909422937,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
88,C,0,2.432880528719002,2.432880528719002,0.19547114682249814,2.432880528719002,1,1,2.432880528719002,0.19547114682249814,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
89,F,0,2.9665246694127956,2.9665246694127956,0.42059897735573415,2.9665246694127956,2,0,2.9665246694127956,0.42059897735573415,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
90,D,0,1.8992363880252077,1.8992363880252077,0.012271731190650115,1.8992363880252077,0,0,1.8992363880252077,0.012271731190650115,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
91,F,0,0.3650094835305501,0.3650094835305501,0.3158509861212564,0.3650094835305501,1,0,0.3650094835305502,0.3158509861212564,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
92,A,0,-0.3687512099234164,-0.3687512099234164,0.027319211102994873,-0.3687512099234164,2,0,-0.36875120992341637,0.027319211102994873,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
93,B,0,0.2983039659438259,0.2983039659438259,0.3485756026296567,0.2983039659438259,2,0,0.29830396594382597,0.3485756026296567,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
94,C,0,1.4990032825048623,1.4990032825048623,0.19605551497443388,1.4990032825048623,0,0,1.4990032825048623,0.19605551497443388,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
95,F,0,2.9665246694127956,2.9665246694127956,0.15091307523739958,2.9665246694127956,1,1,2.9665246694127956,0.15091307523739958,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
96,D,0,0.3650094835305501,0.3650094835305501,0.03272461650840028,0.3650094835305501,2,1,0.3650094835305502,0.03272461650840028,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
97,F,0,-0.3020456923366922,-0.3020456923366922,0.20452885317750183,-0.3020456923366922,2,0,-0.30204569233669215,0.20452885317750183,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
98,A,0,-0.5021622450968648,-0.5021622450968648,0.015047479912344786,-0.5021622450968648,2,1,-0.5021622450968648,0.015047479912344786,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
99,B,0,0.5651260362907229,0.5651260362907229,0.08999269539810079,0.5651260362907229,2,1,0.5651260362907229,0.08999269539810079,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
100,C,0,3.099935704586244,3.099935704586244,0.12213294375456538,3.099935704586244,2,1,3.099935704586244,0.12213294375456538,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
101,F,0,2.6997025990658985,2.6997025990658985,0.2371073776479182,2.6997025990658985,1,1,2.6997025990658985,0.2371073776479182,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
102,D,0,1.0987701769845168,1.0987701769845168,0.25288531775018264,1.0987701769845168,1,1,1.0987701769845168,0.25288531775018264,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
103,F,0,1.6324143176783106,1.6324143176783106,0.09598246895544194,1.6324143176783106,1,1,1.6324143176783106,0.09598246895544194,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
104,A,0,-0.6355732802703133,-0.6355732802703133,0.18319941563184808,-0.6355732802703133,1,1,-0.6355732802703133,0.18319941563184808,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
105,B,0,3.099935704586244,3.099935704586244,0.08575602629656684,3.099935704586244,2,1,3.099935704586244,0.08575602629656684,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
106,C,0,0.2983039659438259,0.2983039659438259,0.2371073776479182,0.2983039659438259,1,1,0.29830396594382597,0.2371073776479182,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
107,F,0,0.898653624224344,0.898653624224344,0.1536888239590942,0.898653624224344,0,1,0.898653624224344,0.1536888239590942,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
108,D,0,2.8331136342393473,2.8331136342393473,0.3295836376917458,2.8331136342393473,0,0,2.8331136342393473,0.3295836376917458,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
109,F,0,2.299469493545553,2.299469493545553,0.03637691745799854,2.299469493545553,2,1,2.299469493545553,0.03637691745799854,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
110,A,2,-0.7022787978570375,-0.7022787978570375,0.04134404674945216,-0.7022787978570375,1,1,-0.7022787978570375,0.04134404674945216,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
112,C,2,0.8319481066376199,0.8319481066376199,0.11906501095690283,0.8319481066376199,1,1,0.8319481066376199,0.11906501095690283,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
113,F,2,1.8992363880252077,1.8992363880252077,0.2653031409788167,1.8992363880252077,1,1,1.8992363880252077,0.2653031409788167,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
114,D,2,2.499586046305726,2.499586046305726,0.08984660336011688,2.499586046305726,0,1,2.499586046305726,0.08984660336011688,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
115,F,2,1.5657088000915864,1.5657088000915864,0.11365960555149743,1.5657088000915864,0,1,1.5657088000915864,0.11365960555149743,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
116,A,2,3.1666412221729683,3.1666412221729683,0.0033601168736303866,3.1666412221729683,0,1,3.1666412221729683,0.0033601168736303866,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
117,B,2,1.2321812121579652,1.2321812121579652,0.19357195032870708,1.2321812121579652,2,0,1.2321812121579652,0.19357195032870708,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
118,C,2,-0.5021622450968648,-0.5021622450968648,0.2842951059167276,-0.5021622450968648,1,0,-0.5021622450968648,0.2842951059167276,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
119,F,2,0.4984205187039986,0.4984205187039986,0.05639152666179692,0.4984205187039986,1,1,0.49842051870399867,0.05639152666179692,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
120,D,2,1.3655922473314137,1.3655922473314137,0.254200146092038,1.3655922473314137,1,0,1.3655922473314137,0.254200146092038,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
121,F,2,0.4317150011172744,0.4317150011172744,0.17034331628926222,0.4317150011172744,2,0,0.43171500111727446,0.17034331628926222,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
123,B,2,2.3661750111322775,2.3661750111322775,0.16084733382030678,2.3661750111322775,2,0,2.3661750111322775,0.16084733382030678,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
124,C,2,-0.16863465716324372,-0.16863465716324372,0.1868517165814463,-0.16863465716324372,1,1,-0.16863465716324366,0.1868517165814463,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
125,F,2,0.8319481066376199,0.8319481066376199,0.38071585098612126,0.8319481066376199,1,1,0.8319481066376199,0.38071585098612126,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
126,D,2,1.8325308704384833,1.8325308704384833,0.3674214755295836,1.8325308704384833,2,1,1.8325308704384833,0.3674214755295836,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
127,F,2,3.1666412221729683,3.1666412221729683,0.10533235938641342,3.1666412221729683,1,0,3.1666412221729683,0.10533235938641342,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
128,A,2,0.2315984483571017,0.2315984483571017,0.15471146822498175,0.2315984483571017,2,1,0.23159844835710175,0.15471146822498175,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
129,B,2,0.5651260362907229,0.5651260362907229,0.1497443389335281,0.5651260362907229,2,1,0.5651260362907229,0.1497443389335281,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
130,C,2,0.2983039659438259,0.2983039659438259,0.053031409788166534,0.2983039659438259,1,0,0.29830396594382597,0.053031409788166534,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
131,F,2,2.499586046305726,2.499586046305726,0.12622352081811541,2.499586046305726,1,1,2.499586046305726,0.12622352081811541,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
132,D,1,0.2983039659438259,0.2983039659438259,0.4219138056975895,0.2983039659438259,1,1,0.29830396594382597,0.4219138056975895,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
133,F,1,2.56629156389245,2.56629156389245,0.37706355003652303,2.56629156389245,2,0,2.56629156389245,0.37706355003652303,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
134,A,1,-0.7689843154437618,-0.7689843154437618,0.12096420745069394,-0.7689843154437618,2,0,-0.7689843154437618,0.12096420745069394,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
135,B,1,-0.5688677626835891,-0.5688677626835891,0.1297297297297297,-0.5688677626835891,2,0,-0.5688677626835891,0.1297297297297297,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
136,C,1,2.56629156389245,2.56629156389245,0.17633308984660337,2.56629156389245,2,0,2.56629156389245,0.17633308984660337,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
137,F,1,-0.3687512099234164,-0.3687512099234164,0.10781592403214021,-0.3687512099234164,2,1,-0.36875120992341637,0.10781592403214021,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
138,D,1,2.3661750111322775,2.3661750111322775,0.20423666910153396,2.3661750111322775,1,1,2.3661750111322775,0.20423666910153396,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
139,F,1,-0.16863465716324372,-0.16863465716324372,0.41767713659605554,-0.16863465716324372,1,0,-0.16863465716324366,0.41767713659605554,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
140,A,1,3.099935704586244,3.099935704586244,0.14886778670562453,3.099935704586244,0,1,3.099935704586244,0.14886778670562453,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
141,B,1,2.56629156389245,2.56629156389245,0.09408327246165082,2.56629156389245,1,1,2.56629156389245,0.09408327246165082,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
142,C,1,1.8992363880252077,1.8992363880252077,0.06734842951059167,1.8992363880252077,1,1,1.8992363880252077,0.06734842951059167,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
144,D,1,2.56629156389245,2.56629156389245,0.0787436084733382,2.56629156389245,2,0,2.56629156389245,0.0787436084733382,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
145,F,1,2.232763975958829,2.232763975958829,0.3953250547845143,2.232763975958829,1,1,2.232763975958829,0.3953250547845143,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
146,A,1,0.6985370714641714,0.6985370714641714,0.40160701241782326,0.6985370714641714,1,1,0.6985370714641714,0.40160701241782326,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
147,B,1,0.7652425890508956,0.7652425890508956,0.12315558802045287,0.7652425890508956,2,0,0.7652425890508956,0.12315558802045287,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
148,C,1,2.899819151826071,2.899819151826071,0.0714390065741417,2.899819151826071,1,1,2.899819151826071,0.0714390065741417,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
149,F,1,1.8325308704384833,1.8325308704384833,0.008911614317019728,1.8325308704384833,1,1,1.8325308704384833,0.008911614317019728,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
150,D,1,-0.3687512099234164,-0.3687512099234164,0.22644265887509127,-0.3687512099234164,2,0,-0.36875120992341637,0.22644265887509127,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
151,F,1,2.0993529407853804,2.0993529407853804,0.03915266617969321,2.0993529407853804,2,1,2.0993529407853804,0.03915266617969321,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
152,A,1,1.2988867297446895,1.2988867297446895,0.03462381300219139,1.2988867297446895,1,1,1.2988867297446895,0.03462381300219139,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
153,B,1,2.6997025990658985,2.6997025990658985,0.4281957633308985,2.6997025990658985,1,1,2.6997025990658985,0.4281957633308985,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
154,C,0,-0.3020456923366922,-0.3020456923366922,0.1268078889700511,-0.3020456923366922,2,0,-0.30204569233669215,0.1268078889700511,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
155,F,0,2.299469493545553,2.299469493545553,0.064572680788897,2.299469493545553,1,0,2.299469493545553,0.064572680788897,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
156,D,0,1.8992363880252077,1.8992363880252077,0.2176771365960555,1.8992363880252077,1,1,1.8992363880252077,0.2176771365960555,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
